City,Country / Territory,Longitude,Latitude,Date,Pageviews
Tel Aviv,Israel,34.7818,32.0853,20140920,4
Karmiel,Israel,35.2924,32.9147,20140920,1
Purmerend,Netherlands,4.9641,52.5144,20140920,1
Meland,Norway,5.0933,60.5664,20140920,1
Lommel,Belgium,5.311,51.2304,20140920,1
Mumbai,India,72.8777,19.076,20140920,3
New Delhi,India,77.225,28.6353,20140920,1
Bangalore,India,77.5946,12.9716,20140920,1
Ludwigshafen,Germany,8.4452,49.4774,20140920,1
Fulda,Germany,9.6808,50.5558,20140920,1
London,United Kingdom,-0.1278,51.5074,20140921,10
Epsom,United Kingdom,-0.2674,51.336,20140921,1
Guildford,United Kingdom,-0.5704,51.2362,20140921,1
Slough,United Kingdom,-0.595,51.5105,20140921,1
Portsmouth,United Kingdom,-1.0833,50.8167,20140921,1
Leicester,United Kingdom,-1.1398,52.6369,20140921,1
Sunderland,United Kingdom,-1.3838,54.9069,20140921,2
Leeds,United Kingdom,-1.5491,53.8008,20140921,2
Birmingham,United Kingdom,-1.8904,52.4862,20140921,2
Lusk,United States,-104.4522,42.7625,20140921,1
Colorado Springs,United States,-104.8214,38.8339,20140921,1
Lakewood,United States,-105.0814,39.7047,20140921,2
Longmont,United States,-105.1019,40.1672,20140921,1
Ken Caryl,United States,-105.1122,39.5758,20140921,1
Boulder,United States,-105.2705,40.015,20140921,1
Albuquerque,United States,-106.61,35.1107,20140921,1
Saskatoon,Canada,-106.6832,52.1334,20140921,1
Rexburg,United States,-111.7833,43.8167,20140921,1
Logan,United States,-111.8338,41.737,20140921,1
Phoenix,United States,-112.074,33.4484,20140921,1
Peoria,United States,-112.2374,33.5806,20140921,1
Edmonton,Canada,-113.4909,53.5444,20140921,1
Calgary,Canada,-114.0581,51.0453,20140921,2
Las Vegas,United States,-115.1398,36.1699,20140921,1
Paradise,United States,-115.1467,36.0972,20140921,1
Enterprise,United States,-115.2419,36.0252,20140921,3
Calexico,United States,-115.4989,32.6789,20140921,2
Post Falls,United States,-116.9516,47.718,20140921,1
La Mesa,United States,-117.0231,32.7678,20140921,1
San Diego,United States,-117.1611,32.7157,20140921,2
Spokane,United States,-117.426,47.6588,20140921,1
Rancho Cucamonga,United States,-117.5931,34.1064,20140921,1
Lake Forest,United States,-117.6892,33.647,20140921,2
Chino Hills,United States,-117.7326,33.9898,20140921,4
Irvine,United States,-117.7947,33.6839,20140921,4
Yorba Linda,United States,-117.8131,33.8886,20140921,1
Azusa,United States,-117.9076,34.1336,20140921,1
Fullerton,United States,-117.9243,33.8704,20140921,1
Newport Beach,United States,-117.9289,33.6189,20140921,1
Pasadena,United States,-118.1445,34.1478,20140921,1
Los Angeles,United States,-118.2437,34.0522,20140921,10
Torrance,United States,-118.3406,33.8358,20140921,3
Bakersfield,United States,-119.0187,35.3733,20140921,1
Sparks,United States,-119.7527,39.5349,20140921,1
Kamloops,Canada,-120.3273,50.6745,20140921,2
Hilmar,United States,-120.8505,37.4041,20140921,1
Roseville,United States,-121.288,38.7521,20140921,1
Elk Grove,United States,-121.3716,38.4088,20140921,1
Sacramento,United States,-121.4944,38.5816,20140921,3
West Sacramento,United States,-121.5302,38.5805,20140921,1
Pleasanton,United States,-121.8747,37.6624,20140921,1
Monterey,United States,-121.8947,36.6002,20140921,1
San Jose,United States,-121.895,37.3394,20140921,3
Sunnyvale,United States,-122.0364,37.3688,20140921,1
Bellevue,United States,-122.2007,47.6104,20140921,2
Berkeley,United States,-122.2727,37.8716,20140921,1
San Mateo,United States,-122.3255,37.563,20140921,1
Seattle,United States,-122.3321,47.6062,20140921,4
San Francisco,United States,-122.4194,37.7749,20140921,1
Portland,United States,-122.6762,45.5235,20140921,8
Coquitlam,Canada,-122.7932,49.2838,20140921,1
Vancouver,Canada,-123.1139,49.2612,20140921,2
Corvallis,United States,-123.262,44.5646,20140921,1
Mililani,United States,-158.0153,21.4513,20140921,1
Wahiawa,United States,-158.0231,21.5025,20140921,1
Runcorn,United Kingdom,-2.7297,53.3421,20140921,1
Liverpool,United Kingdom,-2.9916,53.4084,20140921,1
Glasgow,United Kingdom,-4.2518,55.8642,20140921,3
Rio de Janeiro,Brazil,-43.197,-22.9083,20140921,1
Sao Paulo,Brazil,-46.6333,-23.5505,20140921,1
Mogi Mirim,Brazil,-47.0194,-22.4558,20140921,1
St. John's,Canada,-52.7128,47.5605,20140921,3
Dublin,Ireland,-6.2603,53.3498,20140921,2
Dartmouth,Canada,-63.5677,44.6652,20140921,1
Bangor,United States,-68.7778,44.8012,20140921,1
Lewiston,United States,-70.2148,44.1004,20140921,2
Kennebunk,United States,-70.544,43.3845,20140921,2
Santiago,Chile,-70.642,-33.4691,20140921,1
Hampton,United States,-70.8389,42.9376,20140921,1
Hingham,United States,-70.8898,42.2418,20140921,1
Boston,United States,-71.0598,42.3584,20140921,4
Newport,United States,-71.3128,41.4901,20140921,1
Millis,United States,-71.3517,42.167,20140921,1
Cumberland,United States,-71.4328,41.9667,20140921,1
Merrimack,United States,-71.4948,42.8679,20140921,3
Keene,United States,-72.2781,42.9337,20140921,2
Vernon,United States,-72.479,41.8187,20140921,1
Waterbury,United States,-72.7563,44.3378,20140921,2
New Haven,United States,-72.9279,41.3083,20140921,1
Oakdale,United States,-73.1387,40.744,20140921,1
Bridgeport,United States,-73.1952,41.1865,20140921,3
Plattsburgh,United States,-73.4529,44.6995,20140921,1
Massapequa,United States,-73.4743,40.6807,20140921,1
Hicksville,United States,-73.5251,40.7684,20140921,1
Stamford,United States,-73.5387,41.0534,20140921,2
Montreal,Canada,-73.554,45.5087,20140921,4
New York,United States,-74.0059,40.7128,20140921,10
Union City,United States,-74.0238,40.7795,20140921,2
Neptune Township,United States,-74.0386,40.2091,20140921,1
Spring Valley,United States,-74.0437,41.1132,20140921,1
Bogota,Colombia,-74.0758,4.5981,20140921,1
Elizabeth,United States,-74.2107,40.664,20140921,1
Medford,United States,-74.8225,39.8643,20140921,1
Yardley,United States,-74.846,40.2457,20140921,1
Flemington,United States,-74.8593,40.5123,20140921,1
Voorhees Township,United States,-74.9615,39.8519,20140921,1
Philadelphia,United States,-75.1638,39.9523,20140921,1
Perkasie,United States,-75.2927,40.372,20140921,1
Norristown,United States,-75.3399,40.1215,20140921,1
Allentown,United States,-75.4902,40.6084,20140921,4
Ottawa,Canada,-75.6972,45.4215,20140921,1
Virginia Beach,United States,-75.978,36.8529,20140921,1
Syracuse,United States,-76.1474,43.0481,20140921,1
Norfolk,United States,-76.2859,36.8508,20140921,2
Lancaster,United States,-76.3055,40.0379,20140921,1
Kingston,Canada,-76.486,44.2312,20140921,1
Ithaca,United States,-76.5019,42.444,20140921,3
Baltimore,United States,-76.6122,39.2904,20140921,3
Williamsburg,United States,-76.7075,37.2707,20140921,1
Waldorf,United States,-76.9105,38.6265,20140921,1
Temple Hills,United States,-76.9455,38.814,20140921,1
Washington,United States,-77.0369,38.9072,20140921,2
Arlington,United States,-77.1068,38.88,20140921,1
Rockville,United States,-77.1528,39.084,20140921,3
Montgomery Village,United States,-77.2036,39.1727,20140921,1
Lorton,United States,-77.2278,38.7043,20140921,1
Macedon,United States,-77.2989,43.0692,20140921,1
Reston,United States,-77.357,38.9586,20140921,1
Richmond,United States,-77.4361,37.5407,20140921,2
Fairport,United States,-77.4419,43.0987,20140921,1
Glen Allen,United States,-77.5064,37.666,20140921,1
Surf City,United States,-77.5461,34.4271,20140921,1
Leesburg,United States,-77.5636,39.1157,20140921,2
Rochester,United States,-77.6109,43.161,20140921,1
Lima,United States,-77.6114,42.9048,20140921,1
Gainesville,United States,-77.6139,38.7957,20140921,1
Brockport,United States,-77.9392,43.2137,20140921,1
East Aurora,United States,-78.6134,42.7678,20140921,1
Raleigh,United States,-78.6382,35.7796,20140921,2
Williamsville,United States,-78.7378,42.9639,20140921,1
Cheektowaga,United States,-78.7446,42.9026,20140921,1
Lillington,United States,-78.8158,35.3993,20140921,1
Oshawa,Canada,-78.8658,43.8971,20140921,2
Harrisonburg,United States,-78.8689,38.4496,20140921,1
Whitby,Canada,-78.9429,43.8975,20140921,1
Niagara Falls,United States,-79.0377,43.0962,20140921,1
Niagara Falls,Canada,-79.0849,43.0896,20140921,2
Sanford,United States,-79.1803,35.4799,20140921,1
Markham,Canada,-79.337,43.8561,20140921,1
Toronto,Canada,-79.3832,43.6532,20140921,4
Vaughan,Canada,-79.5083,43.8372,20140921,1
Greensboro,United States,-79.792,36.0726,20140921,1
Hamilton,Canada,-79.8661,43.25,20140921,1
McCandless Township,United States,-80.0293,40.5765,20140921,1
Mount Lebanon,United States,-80.0495,40.3553,20140921,1
Orangeville,Canada,-80.0943,43.92,20140921,1
Miami,United States,-80.204,25.7891,20140921,1
Winston-Salem,United States,-80.2442,36.0999,20140921,3
Washington,United States,-80.2462,40.174,20140921,1
Brantford,Canada,-80.2644,43.1394,20140921,1
Sumter,United States,-80.3415,33.9204,20140921,1
Ayr,Canada,-80.4508,43.2855,20140921,1
Waterloo,Canada,-80.5204,43.4643,20140921,1
Matthews,United States,-80.7237,35.1168,20140921,7
Charlotte,United States,-80.8431,35.2271,20140921,1
Rock Hill,United States,-81.0251,34.9249,20140921,2
London,Canada,-81.2432,42.9869,20140921,1
Akron,United States,-81.519,41.0814,20140921,2
Jacksonville,United States,-81.6556,30.3322,20140921,1
North Royalton,United States,-81.7246,41.3137,20140921,1
Clinton,United States,-81.8807,34.4726,20140921,1
Lady Lake,United States,-81.9229,28.9175,20140921,1
Lakeland,United States,-81.9498,28.0395,20140921,1
Chatham-Kent,Canada,-82.191,42.4048,20140921,2
Mount Vernon,United States,-82.4857,40.3934,20140921,1
Pickerington,United States,-82.7535,39.8842,20140921,2
Charter Township of Clinton,United States,-82.9196,42.5869,20140921,1
Roseville,United States,-82.9371,42.4973,20140921,1
Detroit,United States,-83.0458,42.3314,20140921,1
Milledgeville,United States,-83.2321,33.0801,20140921,1
Taylor,United States,-83.2697,42.2409,20140921,2
Valdosta,United States,-83.2785,30.8327,20140921,5
Athens,United States,-83.3833,33.95,20140921,2
Canton,United States,-83.4821,42.3086,20140921,1
Toledo,United States,-83.5552,41.6639,20140921,1
Perrysburg,United States,-83.6272,41.557,20140921,1
Ann Arbor,United States,-83.743,42.2808,20140921,1
Gainesville,United States,-83.8241,34.2979,20140921,1
Fairborn,United States,-84.0194,39.8209,20140921,1
Tallahassee,United States,-84.2807,30.4383,20140921,2
Richmond,United States,-84.2947,37.7479,20140921,1
Roswell,United States,-84.3616,34.0232,20140921,1
Atlanta,United States,-84.388,33.749,20140921,3
East Lansing,United States,-84.4839,42.737,20140921,1
Cincinnati,United States,-84.512,39.1031,20140921,1
Smyrna,United States,-84.5144,33.884,20140921,1
Muncie,United States,-85.3864,40.1934,20140921,3
Auburn,United States,-85.4808,32.6099,20140921,2
Grand Rapids,United States,-85.6681,42.9634,20140921,2
Indianapolis,United States,-86.1581,39.7684,20140921,1
Bowling Green,United States,-86.4808,36.9685,20140921,4
Wright,United States,-86.6383,30.4558,20140921,2
Nashville,United States,-86.7833,36.1667,20140921,2
West Lafayette,United States,-86.9081,40.4259,20140921,1
Navarre,United States,-86.9123,30.4109,20140921,1
Terre Haute,United States,-87.4139,39.4667,20140921,1
Tuscaloosa,United States,-87.5692,33.2098,20140921,1
Chicago,United States,-87.6298,41.8781,20140921,4
Evanston,United States,-87.6877,42.0451,20140921,2
Tinley Park,United States,-87.7933,41.5731,20140921,1
Milwaukee,United States,-87.9065,43.0389,20140921,1
Glendale,United States,-87.9356,43.1353,20140921,1
Lombard,United States,-88.0078,41.88,20140921,1
De Pere,United States,-88.0604,44.4489,20140921,1
Glen Ellyn,United States,-88.067,41.8775,20140921,1
Bolingbrook,United States,-88.0684,41.6986,20140921,1
Brookfield,United States,-88.1065,43.0606,20140921,1
Hoffman Estates,United States,-88.1227,42.063,20140921,2
Geneva,United States,-88.3054,41.8875,20140921,1
Batavia,United States,-88.3126,41.85,20140921,1
Aurora,United States,-88.3201,41.7606,20140921,1
Oswego,United States,-88.3515,41.6828,20140921,1
Sycamore,United States,-88.6868,41.9889,20140921,1
Madison,United States,-89.4012,43.0731,20140921,1
Morton,United States,-89.4593,40.6128,20140921,1
Pekin,United States,-89.6407,40.5675,20140921,1
Collierville,United States,-89.6645,35.042,20140921,1
New Orleans,United States,-90.0715,29.9511,20140921,1
Metairie,United States,-90.1529,29.9841,20140921,1
St. Louis,United States,-90.1994,38.627,20140921,2
Platteville,United States,-90.4785,42.7342,20140921,1
St. Peters,United States,-90.6299,38.7875,20140921,1
Prairieville,United States,-90.9724,30.3059,20140921,1
Bloomer,United States,-91.4888,45.1002,20140921,1
Saint Paul,United States,-93.09,44.9537,20140921,2
Farmington,United States,-93.1436,44.6402,20140921,1
Roseville,United States,-93.1566,45.0061,20140921,2
New Brighton,United States,-93.2019,45.0655,20140921,1
Sedalia,United States,-93.2283,38.7045,20140921,1
Lakeville,United States,-93.2427,44.6497,20140921,1
Minneapolis,United States,-93.2667,44.9833,20140921,3
Bloomington,United States,-93.2983,44.8408,20140921,1
Hopkins,United States,-93.4017,44.9308,20140921,1
Wells,United States,-93.7238,43.7452,20140921,1
Bossier City,United States,-93.7321,32.516,20140921,1
Fayetteville,United States,-94.1574,36.0626,20140921,2
Blue Springs,United States,-94.2816,39.0169,20140921,1
Friendswood,United States,-95.201,29.5294,20140921,1
Houston,United States,-95.3694,29.7602,20140921,3
Huntsville,United States,-95.5508,30.7235,20140921,1
Coffeyville,United States,-95.6164,37.0373,20140921,1
Grygla,United States,-95.6183,48.3008,20140921,1
Topeka,United States,-95.689,39.0558,20140921,1
Omaha,United States,-95.998,41.2524,20140921,1
Dallas,United States,-96.8004,32.7801,20140921,3
Irving,United States,-96.9489,32.814,20140921,1
Winfield,United States,-96.9956,37.2397,20140921,2
Grand Forks,United States,-97.0329,47.9253,20140921,1
Denton,United States,-97.1331,33.2148,20140921,1
Waco,United States,-97.1467,31.5493,20140921,1
North Richland Hills,United States,-97.2289,32.8343,20140921,1
Moore,United States,-97.4867,35.3395,20140921,3
Brownsville,United States,-97.4975,25.9017,20140921,1
Hutto,United States,-97.5467,30.5427,20140921,1
Austin,United States,-97.7431,30.2672,20140921,1
Lakeway,United States,-97.9917,30.368,20140921,1
San Antonio,United States,-98.4936,29.4241,20140921,2
Mexico City,Mexico,-99.1332,19.4326,20140921,3
Ecuador,Ecuador,0,0,20140921,1
Gloucester County,United States,0,0,20140921,1
Greater London,United Kingdom,0,0,20140921,1
Greece,Greece,0,0,20140921,1
Jordan,Jordan,0,0,20140921,1
Macedonia (FYROM),Macedonia (FYROM),0,0,20140921,1
Worcester County,United States,0,0,20140921,1
Harlow,United Kingdom,0.0878,51.7678,20140921,1
Lillehammer,Norway,10.3725,61.1396,20140921,1
Wernigerode,Germany,10.7844,51.8368,20140921,1
Kuala Lumpur,Malaysia,101.6869,3.139,20140921,1
Jakarta,Indonesia,106.8456,-6.2088,20140921,1
Perth,Australia,115.8575,-31.953,20140921,7
Copenhagen,Denmark,12.5683,55.6761,20140921,1
Valenzuela City,Philippines,120.983,14.7011,20140921,1
Manila,Philippines,120.9842,14.5995,20140921,1
Paranaque,Philippines,121.0198,14.4793,20140921,1
Makati,Philippines,121.0244,14.5547,20140921,1
Quezon City,Philippines,121.0437,14.676,20140921,3
Cebu City,Philippines,123.8854,10.3157,20140921,1
Adelaide,Australia,138.6,-34.9286,20140921,3
Shinjuku,Japan,139.7036,35.6938,20140921,1
Kamogawa,Japan,140.0987,35.114,20140921,1
Geelong,Australia,144.35,-38.15,20140921,1
Melbourne,Australia,144.9633,-37.8141,20140921,1
Sydney,Australia,151.207,-33.8675,20140921,9
Brisbane,Australia,153.0235,-27.471,20140921,1
Gold Coast,Australia,153.4257,-28.0173,20140921,1
Auckland,New Zealand,174.7633,-36.8485,20140921,1
Wellington,New Zealand,174.7762,-41.2865,20140921,1
Stockholm,Sweden,18.0686,59.3293,20140921,1
Cape Town,South Africa,18.4241,-33.9249,20140921,1
Timisoara,Romania,21.23,45.7597,20140921,1
Sofia,Bulgaria,23.3219,42.6977,20140921,1
Cluj-Napoca,Romania,23.5833,46.7667,20140921,1
Targu Mures,Romania,24.5625,46.5456,20140921,1
Plovdiv,Bulgaria,24.7453,42.1354,20140921,1
Istanbul,Turkey,28.977,41.0053,20140921,1
Moscow,Russia,37.6173,55.7558,20140921,1
Trabzon,Turkey,39.7178,41.0014,20140921,1
Riyadh,Saudi Arabia,46.7167,24.6333,20140921,1
Eindhoven,Netherlands,5.4697,51.4416,20140921,1
Ulhasnagar,India,73.15,19.22,20140921,1
Bangalore,India,77.5946,12.9716,20140921,1
Chennai,India,80.2508,13.0524,20140921,1
Krasnoyarsk,Russia,92.8932,56.0153,20140921,3
London,United Kingdom,-0.1278,51.5074,20140922,10
Brighton,United Kingdom,-0.1372,50.8225,20140922,1
Redhill,United Kingdom,-0.1699,51.2392,20140922,1
Letchworth Garden City,United Kingdom,-0.2266,51.9791,20140922,1
Lincoln,United Kingdom,-0.5406,53.2307,20140922,1
Godalming,United Kingdom,-0.6128,51.1857,20140922,1
Sheffield,United Kingdom,-1.4701,53.3811,20140922,1
Monterrey,Mexico,-100.3161,25.6866,20140922,1
San Angelo,United States,-100.437,31.4638,20140922,1
Regina,Canada,-104.6067,50.4547,20140922,2
Colorado Springs,United States,-104.8214,38.8339,20140922,1
Aurora,United States,-104.8319,39.7294,20140922,3
Highlands Ranch,United States,-104.9681,39.5444,20140922,1
Denver,United States,-104.9847,39.7376,20140922,3
Loveland,United States,-105.075,40.3978,20140922,1
Lakewood,United States,-105.0814,39.7047,20140922,1
Alamosa,United States,-105.87,37.4694,20140922,1
Breckenridge,United States,-106.0383,39.4817,20140922,1
Saskatoon,Canada,-106.6832,52.1334,20140922,1
Culiacan,Mexico,-107.3834,24.8052,20140922,1
Sierra Vista,United States,-110.2773,31.5455,20140922,1
Bozeman,United States,-111.0472,45.6778,20140922,1
Provo,United States,-111.6585,40.2338,20140922,1
Salt Lake City,United States,-111.891,40.7608,20140922,1
Midvale,United States,-111.8999,40.6111,20140922,8
Scottsdale,United States,-111.9261,33.4942,20140922,1
West Jordan,United States,-111.9391,40.6097,20140922,1
Tempe,United States,-111.94,33.4255,20140922,1
Phoenix,United States,-112.074,33.4484,20140922,3
Sherwood Park,Canada,-113.2957,53.5412,20140922,1
Red Deer,Canada,-113.8112,52.2681,20140922,1
Calgary,Canada,-114.0581,51.0453,20140922,6
Calexico,United States,-115.4989,32.6789,20140922,1
Boise,United States,-116.2146,43.6187,20140922,1
Chula Vista,United States,-117.0842,32.6401,20140922,1
San Diego,United States,-117.1611,32.7157,20140922,2
Redlands,United States,-117.1825,34.0556,20140922,1
San Bernardino,United States,-117.2898,34.1083,20140922,1
Mission Viejo,United States,-117.672,33.6,20140922,1
Yorba Linda,United States,-117.8131,33.8886,20140922,1
Rowland Heights,United States,-117.9053,33.9761,20140922,1
Fullerton,United States,-117.9243,33.8704,20140922,1
Newport Beach,United States,-117.9289,33.6189,20140922,2
La Habra,United States,-117.9462,33.932,20140922,1
Pasadena,United States,-118.1445,34.1478,20140922,1
Long Beach,United States,-118.1937,33.7701,20140922,1
Los Angeles,United States,-118.2437,34.0522,20140922,11
Redondo Beach,United States,-118.3884,33.8492,20140922,1
El Segundo,United States,-118.4165,33.9192,20140922,1
Agoura Hills,United States,-118.7617,34.1533,20140922,1
Salmon Arm,Canada,-119.2838,50.7001,20140922,1
Kelowna,Canada,-119.496,49.888,20140922,1
Modesto,United States,-120.9969,37.6391,20140922,1
Stockton,United States,-121.2908,37.9577,20140922,1
Rancho Cordova,United States,-121.3027,38.5891,20140922,1
Sacramento,United States,-121.4944,38.5816,20140922,1
San Jose,United States,-121.895,37.3394,20140922,3
Concord,United States,-122.0311,37.978,20140922,1
Cupertino,United States,-122.0322,37.323,20140922,2
Fairfield,United States,-122.04,38.2494,20140922,1
Union City,United States,-122.0438,37.5934,20140922,1
Castro Valley,United States,-122.0863,37.6941,20140922,1
Menlo Park,United States,-122.1817,37.453,20140922,1
Berkeley,United States,-122.2727,37.8716,20140922,1
Belmont,United States,-122.2758,37.5202,20140922,1
SeaTac,United States,-122.2961,47.4436,20140922,1
Seattle,United States,-122.3321,47.6062,20140922,1
San Francisco,United States,-122.4194,37.7749,20140922,4
Bellingham,United States,-122.4882,48.7596,20140922,1
San Rafael,United States,-122.5311,37.9735,20140922,2
Vancouver,United States,-122.6615,45.6387,20140922,3
Portland,United States,-122.6762,45.5235,20140922,1
Olympia,United States,-122.9007,47.0379,20140922,1
Hillsboro,United States,-122.9898,45.5229,20140922,1
Burnaby,Canada,-123.0026,49.2295,20140922,2
Vancouver,Canada,-123.1139,49.2612,20140922,1
West Vancouver,Canada,-123.1668,49.3349,20140922,2
Victoria,Canada,-123.3656,48.4284,20140922,1
Anchorage,United States,-149.9003,61.2181,20140922,1
Lahaina,United States,-156.6825,20.8783,20140922,2
Honolulu,United States,-157.8583,21.3069,20140922,1
Wombourne,United Kingdom,-2.1821,52.5385,20140922,1
Bolton,United Kingdom,-2.4286,53.5844,20140922,1
Bristol,United Kingdom,-2.5879,51.4545,20140922,2
Liverpool,United Kingdom,-2.9916,53.4084,20140922,2
Edinburgh,United Kingdom,-3.1883,55.9533,20140922,1
Granada,Spain,-3.5986,37.1773,20140922,1
Swansea,United Kingdom,-3.9436,51.6214,20140922,1
Inverness,United Kingdom,-4.2247,57.4778,20140922,1
Jundiai,Brazil,-46.9417,-23.195,20140922,1
Florianopolis,Brazil,-48.5482,-27.5949,20140922,8
Bedford,Canada,-63.6568,44.7321,20140922,1
Caracas,Venezuela,-66.9167,10.5,20140922,1
Orono,United States,-68.6719,44.8831,20140922,1
Hope,United States,-69.1589,44.265,20140922,1
Augusta,United States,-69.7795,44.3106,20140922,2
Santiago,Chile,-70.642,-33.4691,20140922,1
Portsmouth,United States,-70.7626,43.0718,20140922,2
Dartmouth,United States,-70.9705,41.613,20140922,1
Boston,United States,-71.0598,42.3584,20140922,7
Somerville,United States,-71.0995,42.3876,20140922,1
Woburn,United States,-71.1523,42.4793,20140922,1
Arlington,United States,-71.1565,42.4154,20140922,1
Lexington,United States,-71.229,42.443,20140922,1
Auburn,United States,-71.8356,42.1945,20140922,1
Windsor,United States,-72.6437,41.8526,20140922,1
Easthampton,United States,-72.669,42.2668,20140922,1
New Haven,United States,-72.9279,41.3083,20140922,2
Bridgeport,United States,-73.1952,41.1865,20140922,1
Fairfield,United States,-73.2613,41.1408,20140922,1
Port Chester,United States,-73.6657,41.0018,20140922,2
Valley Stream,United States,-73.7085,40.6643,20140922,2
Stanfordville,United States,-73.7138,41.8672,20140922,1
New Rochelle,United States,-73.7824,40.9115,20140922,1
Schenectady,United States,-73.9396,42.8142,20140922,2
Fort Lee,United States,-73.9701,40.8509,20140922,2
New York,United States,-74.0059,40.7128,20140922,21
Bogota,Colombia,-74.0758,4.5981,20140922,1
Jersey City,United States,-74.0776,40.7282,20140922,1
Wayne,United States,-74.2765,40.9254,20140922,1
Cranford,United States,-74.2996,40.6584,20140922,1
Metuchen,United States,-74.3632,40.5432,20140922,1
Mountain Lakes,United States,-74.4329,40.8948,20140922,1
New Brunswick,United States,-74.4518,40.4862,20140922,1
Warren,United States,-74.5005,40.6343,20140922,1
Mansfield,United States,-74.7123,40.0874,20140922,1
Medford,United States,-74.8225,39.8643,20140922,1
Feasterville-Trevose,United States,-74.9952,40.1466,20140922,1
Abington,United States,-75.1254,40.1198,20140922,1
Philadelphia,United States,-75.1638,39.9523,20140922,1
Utica,United States,-75.2327,43.1009,20140922,1
Upper Darby,United States,-75.3077,39.9579,20140922,1
Norwich,United States,-75.5235,42.5312,20140922,1
Hockessin,United States,-75.6966,39.7876,20140922,1
Ottawa,Canada,-75.6972,45.4215,20140922,1
Coatesville,United States,-75.8238,39.9832,20140922,1
Watertown,United States,-75.9108,43.9748,20140922,1
Endwell,United States,-76.021,42.1129,20140922,1
Orwigsburg,United States,-76.1008,40.6548,20140922,1
Chesapeake,United States,-76.2875,36.7682,20140922,1
Carney,United States,-76.5236,39.3943,20140922,1
Parole,United States,-76.5458,38.9876,20140922,1
Baltimore,United States,-76.6122,39.2904,20140922,1
Williamsburg,United States,-76.7075,37.2707,20140922,1
Shiloh,United States,-76.7972,39.9782,20140922,1
Elmira,United States,-76.8077,42.0898,20140922,1
Elizabethville,United States,-76.8119,40.549,20140922,2
Lewisburg,United States,-76.8844,40.9645,20140922,1
Beltsville,United States,-76.9075,39.0348,20140922,3
College Park,United States,-76.9378,38.9897,20140922,1
Washington,United States,-77.0369,38.9072,20140922,2
Arlington,United States,-77.1068,38.88,20140922,2
Rockville,United States,-77.1528,39.084,20140922,2
Gettysburg,United States,-77.2311,39.8309,20140922,2
Frederick,United States,-77.4105,39.4143,20140922,2
Centreville,United States,-77.4289,38.8404,20140922,1
Richmond,United States,-77.4361,37.5407,20140922,1
Falmouth,United States,-77.4683,38.324,20140922,3
Surf City,United States,-77.5461,34.4271,20140922,1
Rochester,United States,-77.6109,43.161,20140922,2
Wake Forest,United States,-78.5097,35.9799,20140922,1
Garner,United States,-78.6142,35.7113,20140922,2
Raleigh,United States,-78.6382,35.7796,20140922,2
Holly Springs,United States,-78.8336,35.6513,20140922,1
Myrtle Beach,United States,-78.8867,33.6891,20140922,1
Durham,United States,-78.8986,35.994,20140922,4
Ajax,Canada,-79.0204,43.8509,20140922,1
Forest,United States,-79.2897,37.3638,20140922,1
Markham,Canada,-79.337,43.8561,20140922,1
Toronto,Canada,-79.3832,43.6532,20140922,6
North Bay,Canada,-79.4608,46.3091,20140922,1
Vaughan,Canada,-79.5083,43.8372,20140922,1
Brampton,Canada,-79.7667,43.6833,20140922,1
Hamilton,Canada,-79.8661,43.25,20140922,1
Shanor-Northvue,United States,-79.9083,40.9036,20140922,1
Porto,Portugal,-8.6239,41.1567,20140922,1
Lagos,Portugal,-8.673,37.1028,20140922,1
Erie,United States,-80.0851,42.1292,20140922,1
Pompano Beach,United States,-80.1248,26.2379,20140922,1
Fort Lauderdale,United States,-80.1373,26.1224,20140922,1
Canonsburg,United States,-80.1873,40.2626,20140922,1
Sunrise,United States,-80.2566,26.167,20140922,1
Cooper City,United States,-80.2717,26.0573,20140922,1
Miramar,United States,-80.3036,25.9861,20140922,2
Pinecrest,United States,-80.307,25.6623,20140922,1
Radford,United States,-80.5764,37.1318,20140922,2
Melbourne,United States,-80.6081,28.0836,20140922,1
Charlotte,United States,-80.8431,35.2271,20140922,7
Fort Mill,United States,-80.9451,35.0074,20140922,1
Columbia,United States,-81.0348,34.0007,20140922,1
Beckley,United States,-81.1882,37.7782,20140922,2
Oviedo,United States,-81.2081,28.67,20140922,1
London,Canada,-81.2432,42.9869,20140922,1
Timmins,Canada,-81.3305,48.4758,20140922,1
Lake Butler,United States,-81.5542,28.4863,20140922,1
Jacksonville,United States,-81.6556,30.3322,20140922,2
Cleveland,United States,-81.6944,41.4993,20140922,1
Parma,United States,-81.7229,41.4048,20140922,1
North Royalton,United States,-81.7246,41.3137,20140922,1
Lakewood,United States,-81.7982,41.482,20140922,1
Spruce Pine,United States,-82.0646,35.9154,20140922,1
Oberlin,United States,-82.2174,41.2939,20140922,1
Barboursville,United States,-82.2946,38.4095,20140922,2
Gambier,United States,-82.3971,40.3756,20140922,1
Tampa,United States,-82.4572,27.9506,20140922,1
Sarasota,United States,-82.5306,27.3364,20140922,1
St. Petersburg,United States,-82.64,27.7731,20140922,1
Grosse Pointe Park,United States,-82.9374,42.3759,20140922,1
Columbus,United States,-82.9988,39.9612,20140922,4
Windsor,Canada,-83.0364,42.3149,20140922,1
Royal Oak,United States,-83.1446,42.4895,20140922,1
Southfield,United States,-83.2219,42.4734,20140922,1
