City,Country,Longitude,Latitude,Date,Pageviews
Madrid,Spain,-3.7038,40.4168,20150217,622
Paris,France,2.3522,48.8566,20150225,622
Manchester,United Kingdom,-2.2426,53.4808,20150224,622
Amsterdam,Netherlands,4.8952,52.3702,20150305,622
Kyiv,Ukraine,30.5234,50.4501,20150218,622
Denver,United States,-104.9849,39.7384,20150223,622
Orlando,United States,-81.3792,28.5383,20150227,622
Tallinn,Estonia,24.7536,59.437,20150304,613
Paris,France,2.3522,48.8566,20150223,613
London,United Kingdom,-0.1278,51.5074,20150216,613
Riga,Latvia,24.1052,56.9496,20150306,613
Chihuahua,Mexico,-106.0691,28.633,20150227,613
Amsterdam,Netherlands,4.8952,52.3702,20150303,613
Aveiro,Portugal,-8.6538,40.6405,20150303,613
Oeiras,Portugal,-9.3146,38.6969,20150303,613
Wichita,United States,-97.3361,37.6889,20150226,613
Louisville,United States,-85.7585,38.2527,20150228,613
Sarajevo,Bosnia & Herzegovina,18.4131,43.8563,20150215,604
Surrey,Canada,-122.85,49.1833,20150227,604
Madrid,Spain,-3.7038,40.4168,20150220,604
Tallinn,Estonia,24.7536,59.437,20150305,604
London,United Kingdom,-0.1278,51.5074,20150220,604
London,United Kingdom,-0.1278,51.5074,20150308,604
Huancayo,Peru,-75.2103,-12.0686,20150225,604
Kyiv,Ukraine,30.5234,50.4501,20150303,604
Portland,United States,-122.6765,45.5231,20150225,604
Austin,United States,-97.7431,30.2672,20150302,604
Waterloo,Canada,-80.5204,43.4643,20150227,596
Ciudad Juarez,Mexico,-106.4246,31.6904,20150227,596
Mexico City,Mexico,-99.1332,19.4326,20150221,596
Christchurch,New Zealand,172.6362,-43.5321,20150216,596
Huancayo,Peru,-75.2103,-12.0686,20150227,596
Krakow,Poland,19.945,50.0647,20150227,596
Bucharest,Romania,26.1025,44.4268,20150303,596
Saint Petersburg,Russia,30.3351,59.9343,20150304,596
Ankara,Turkey,32.8541,39.9208,20150302,596
Washington,United States,-77.0369,38.9072,20150304,596
Atlanta,United States,-84.388,33.749,20150226,596
New York,United States,-74.0059,40.7128,20150217,596
Montreal,Canada,-73.554,45.5087,20150217,587
Madrid,Spain,-3.7038,40.4168,20150222,587
Macau,Macau,113.5499,22.2077,20150226,587
Quezon City,Philippines,121.0437,14.676,20150227,587
Singapore,Singapore,103.851,1.2801,20150221,587
Kyiv,Ukraine,30.5234,50.4501,20150219,587
Seattle,United States,-122.3321,47.6062,20150302,587
Melbourne,Australia,144.9633,-37.8141,20150214,578
Bogota,Colombia,-74.0758,4.5981,20150219,578
Stuttgart,Germany,9.1829,48.7758,20150227,578
Auckland,New Zealand,174.7633,-36.8485,20150228,578
Auckland,New Zealand,174.7633,-36.8485,20150303,578
Santiago de Surco,Peru,-76.9918,-12.1416,20150217,578
Phoenix,United States,-112.074,33.4484,20150227,578
San Francisco,United States,-122.4194,37.7749,20150303,578
Washington,United States,-77.0369,38.9072,20150214,578
DeBary,United States,-81.3242,28.8814,20150222,578
Indianapolis,United States,-86.1581,39.7684,20150225,578
New York,United States,-74.0059,40.7128,20150219,578
Milwaukee,United States,-87.9065,43.0389,20150227,578
Sao Paulo,Brazil,-46.6333,-23.5505,20150224,570
Leeds,United Kingdom,-1.5491,53.8008,20150224,570
Naucalpan,Mexico,-99.2333,19.4833,20150227,570
Amsterdam,Netherlands,4.8952,52.3702,20150228,570
Bucharest,Romania,26.1039,44.4325,20150216,570
Ankara,Turkey,32.8541,39.9208,20150222,570
Kyiv,Ukraine,30.5234,50.4501,20150222,570
Chicago,United States,-87.6298,41.8781,20150214,570
Philadelphia,United States,-75.1652,39.9526,20150226,570
Santiago de Surco,Peru,-76.9918,-12.1416,20150226,561
Tacna,Peru,-70.2463,-18.0066,20150226,561
Ankara,Turkey,32.8541,39.9208,20150301,561
Austin,United States,-97.7431,30.2672,20150223,561
Houston,United States,-95.3698,29.7604,20150224,561
Belgrade,Serbia,20.4489,44.7866,20150305,561
Sydney,Australia,151.207,-33.8675,20150213,552
Rio de Janeiro,Brazil,-43.197,-22.9083,20150223,552
Rio de Janeiro,Brazil,-43.197,-22.9083,20150225,552
Auckland,New Zealand,174.7633,-36.8485,20150225,552
Saint Petersburg,Russia,30.3351,59.9343,20150227,552
Cincinnati,United States,-84.512,39.1031,20150227,552
Belgrade,Serbia,20.4489,44.7866,20150224,552
Vancouver,Canada,-123.1207,49.2827,20150223,544
Bogota,Colombia,-74.0758,4.5981,20150228,544
Paris,France,2.3522,48.8566,20150228,544
Bristol,United Kingdom,-2.5879,51.4545,20150224,544
Belfast,United Kingdom,-5.9301,54.5973,20150220,544
Edinburgh,United Kingdom,-3.1883,55.9533,20150227,544
Dublin,Ireland,-6.2603,53.3498,20150224,544
Luxembourg City,Luxembourg,6.1319,49.6116,20150303,544
Luxembourg City,Luxembourg,6.1319,49.6116,20150304,544
Tacna,Peru,-70.2463,-18.0066,20150216,544
Poznan,Poland,16.9252,52.4064,20150226,544
Almada,Portugal,-9.1651,38.6765,20150303,544
Atlanta,United States,-84.388,33.749,20150223,544
Atlanta,United States,-84.388,33.749,20150302,544
London,United Kingdom,-0.1278,51.5074,20150309,535
Glasgow,United Kingdom,-4.2518,55.8642,20150224,535
Riga,Latvia,24.1052,56.9496,20150214,535
Monterrey,Mexico,-100.3161,25.6866,20150228,535
Porto,Portugal,-8.6291,41.1579,20150228,535
Singapore,Singapore,103.851,1.2801,20150225,535
Lexington,United States,-84.5037,38.0406,20150227,535
Boston,United States,-71.0601,42.3585,20150304,535
Cambridge,United States,-71.1097,42.3736,20150226,535
Madrid,Spain,-3.7038,40.4168,20150218,527
Thessaloniki,Greece,22.9444,40.6401,20150301,527
Lisbon,Portugal,-9.1393,38.7223,20150218,527
Sintra,Portugal,-9.3817,38.8029,20150303,527
Saint Petersburg,Russia,30.3351,59.9343,20150308,527
Adana,Turkey,35.3213,37,20150304,527
Tampa,United States,-82.4572,27.9506,20150227,527
Philadelphia,United States,-75.1652,39.9526,20150302,527
Sioux Falls,United States,-96.7311,43.5446,20150227,527
Adelaide,Australia,138.6,-34.9286,20150228,518
Calgary,Canada,-114.0708,51.0486,20150224,518
Hong Kong,Hong Kong,114.1588,22.28,20150219,518
Hong Kong,Hong Kong,114.1588,22.28,20150305,518
Xalapa,Mexico,-96.9102,19.5438,20150227,518
Warsaw,Poland,21.0122,52.2297,20150305,518
Saint Petersburg,Russia,30.3351,59.9343,20150301,518
Singapore,Singapore,103.851,1.2801,20150216,518
Ankara,Turkey,32.8541,39.9208,20150214,518
Charleston,United States,-79.9311,32.7765,20150301,518
Halifax,Canada,-63.5753,44.6489,20150227,509
Toronto,Canada,-79.3832,43.6532,20150214,509
Valparaiso,Chile,-71.6204,-33.0456,20150309,509
Bogota,Colombia,-74.0758,4.5981,20150226,509
Madrid,Spain,-3.7038,40.4168,20150219,509
Belfast,United Kingdom,-5.9301,54.5973,20150222,509
Zagreb,Croatia,15.9819,45.815,20150227,509
Mexico City,Mexico,-99.1332,19.4326,20150224,509
Mexico City,Mexico,-99.1332,19.4326,20150305,509
Auckland,New Zealand,174.7633,-36.8485,20150224,509
Huancayo,Peru,-75.2103,-12.0686,20150217,509
Bucharest,Romania,26.1039,44.4325,20150213,509
Singapore,Singapore,103.851,1.2801,20150218,509
Istanbul,Turkey,28.977,41.0053,20150213,509
Washington,United States,-77.0369,38.9072,20150301,509
Houston,United States,-95.3694,29.7602,20150213,509
Sydney,Australia,151.207,-33.8675,20150215,501
Brisbane,Australia,153.0235,-27.471,20150302,501
Brasilia,Brazil,-47.8825,-15.7942,20150227,501
Montreal,Canada,-73.5673,45.5017,20150302,501
Tallinn,Estonia,24.7536,59.437,20150303,501
Paris,France,2.3522,48.8566,20150214,501
Belfast,United Kingdom,-5.9301,54.5973,20150213,501
Auckland,New Zealand,174.7633,-36.8485,20150226,501
Chicago,United States,-87.6298,41.8781,20150305,501
Boston,United States,-71.0598,42.3584,20150213,501
Raleigh,United States,-78.6382,35.7796,20150227,501
Edmonton,Canada,-113.4909,53.5444,20150223,492
Montreal,Canada,-73.5673,45.5017,20150301,492
Cologne,Germany,6.9603,50.9375,20150304,492
Edinburgh,United Kingdom,-3.1883,55.9533,20150228,492
Budapest,Hungary,19.0402,47.4979,20150224,492
Amsterdam,Netherlands,4.8952,52.3702,20150301,492
Wroclaw,Poland,17.0385,51.1079,20150226,492
Gdansk,Poland,18.6466,54.352,20150226,492
Braga,Portugal,-8.4265,41.5454,20150303,492
Singapore,Singapore,103.851,1.2801,20150222,492
Dallas,United States,-96.801,32.7803,20150223,492
Cape Town,South Africa,18.4241,-33.9249,20150219,492
Sydney,Australia,151.207,-33.8675,20150308,483
Edmonton,Canada,-113.4909,53.5444,20150228,483
Bogota,Colombia,-74.0758,4.5981,20150305,483
Nicosia,Cyprus,33.3667,35.1667,20150222,483
Glasgow,United Kingdom,-4.2518,55.8642,20150227,483
Thessaloniki,Greece,22.9444,40.6401,20150221,483
New Delhi,India,77.2207,28.6322,20150302,483
New Delhi,India,77.2207,28.6322,20150303,483
Macau,Macau,113.5499,22.2077,20150225,483
Macau,Macau,113.5499,22.2077,20150227,483
Santiago de Surco,Peru,-76.9918,-12.1416,20150302,483
Huancayo,Peru,-75.2103,-12.0686,20150214,483
Lisbon,Portugal,-9.1393,38.7223,20150305,483
Moscow,Russia,37.6173,55.7558,20150221,483
Saint Petersburg,Russia,30.3351,59.9343,20150302,483
Zhongli City,Taiwan,121.2054,24.9722,20150302,483
Boston,United States,-71.0601,42.3585,20150301,483
Houston,United States,-95.3698,29.7604,20150301,483
Dubai,United Arab Emirates,55.2708,25.2048,20150228,475
Porto Alegre,Brazil,-51.2177,-30.0347,20150227,475
Sao Paulo,Brazil,-46.6333,-23.5505,20150305,475
London,Canada,-81.2432,42.9869,20150226,475
Munich,Germany,11.582,48.1351,20150304,475
Sheffield,United Kingdom,-1.4701,53.3811,20150224,475
Thessaloniki,Greece,22.9444,40.6401,20150227,475
New Delhi,India,77.225,28.6353,20150217,475
Mexico City,Mexico,-99.1332,19.4326,20150219,475
Toluca,Mexico,-99.6557,19.2826,20150226,475
Poznan,Poland,16.9252,52.4064,20150227,475
Alverca do Ribatejo,Portugal,-9.0397,38.9022,20150303,475
Izmir,Turkey,27.1287,38.4188,20150224,475
Izmir,Turkey,27.1287,38.4188,20150304,475
San Jose,United States,-121.8907,37.3336,20150227,475
Boston,United States,-71.0601,42.3585,20150302,475
Cambridge,United States,-71.1097,42.3736,20150225,475
Minneapolis,United States,-93.2674,44.9762,20150221,475
Asheville,United States,-82.5515,35.5951,20150228,475
Philadelphia,United States,-75.1652,39.9526,20150224,475
Houston,United States,-95.3698,29.7604,20150303,475
Toronto,Canada,-79.3832,43.6532,20150304,466
Berlin,Germany,13.405,52.52,20150306,466
Thessaloniki,Greece,22.9444,40.6401,20150216,466
New Delhi,India,77.2207,28.6322,20150225,466
Tel Aviv-Yafo,Israel,34.7818,32.0853,20150227,466
Heroica Veracruz,Mexico,-96.1342,19.1738,20150227,466
Kuala Lumpur,Malaysia,101.6869,3.139,20150226,466
Amsterdam,Netherlands,4.8952,52.3702,20150216,466
Amsterdam,Netherlands,4.8952,52.3702,20150302,466
Steenwijk,Netherlands,6.1181,52.7869,20150305,466
Huancayo,Peru,-75.2103,-12.0686,20150218,466
Ankara,Turkey,32.8541,39.9208,20150217,466
Zhudong Township,Taiwan,121.045,24.7749,20150302,466
San Diego,United States,-117.1611,32.7157,20150226,466
San Francisco,United States,-122.4194,37.7749,20150301,466
Jacksonville,United States,-81.6556,30.3322,20150227,466
Ann Arbor,United States,-83.743,42.2808,20150223,466
Asheville,United States,-82.5515,35.5951,20150304,466
Charlotte,United States,-80.8431,35.2271,20150303,466
Lincoln,United States,-96.6803,40.8106,20150227,466
Pierre,United States,-100.351,44.3683,20150302,466
Yigitali,Turkey,29.0213,40.1763,20150219,466
Sydney,Australia,151.207,-33.8675,20150305,458
Surrey,Canada,-122.85,49.1833,20150226,458
Vancouver,Canada,-123.1207,49.2827,20150302,458
Edinburgh,United Kingdom,-3.1883,55.9533,20150225,458
Moscow,Russia,37.6173,55.7558,20150218,458
Izmir,Turkey,27.1287,38.4188,20150221,458
Denver,United States,-104.9849,39.7384,20150228,458
Madison,United States,-89.4012,43.0731,20150227,458
Calgary,Canada,-114.0708,51.0486,20150302,449
Vancouver,Canada,-123.1207,49.2827,20150225,449
Ottawa,Canada,-75.6972,45.4215,20150302,449
Regina,Canada,-104.6067,50.4547,20150227,449
Bogota,Colombia,-74.0758,4.5981,20150302,449
Torreon,Mexico,-103.4068,25.5428,20150227,449
Rotterdam,Netherlands,4.4777,51.9244,20150224,449
Poznan,Poland,16.9252,52.4064,20150219,449
Indianapolis,United States,-86.1581,39.7684,20150228,449
Baltimore,United States,-76.6122,39.2904,20150227,449
Belgrade,Serbia,20.4489,44.7866,20150222,449
Paradise,United States,-115.1467,36.0972,20150227,449
Sao Paulo,Brazil,-46.6333,-23.5505,20150220,440
Sao Paulo,Brazil,-46.6333,-23.5505,20150306,440
Bogota,Colombia,-74.0758,4.5981,20150303,440
Barcelona,Spain,2.1734,41.3851,20150303,440
Madrid,Spain,-3.7038,40.4168,20150214,440
Oxford,United Kingdom,-1.2577,51.752,20150224,440
Belfast,United Kingdom,-5.9301,54.5973,20150224,440
Thessaloniki,Greece,22.9444,40.6401,20150223,440
Budapest,Hungary,19.0402,47.4979,20150223,440
Dublin,Ireland,-6.2603,53.3498,20150214,440
Morelia,Mexico,-101.195,19.7059,20150227,440
Santiago de Surco,Peru,-76.9918,-12.1416,20150225,440
Istanbul,Turkey,28.977,41.0053,20150305,440
Zhongli City,Taiwan,121.2054,24.9722,20150226,440
Kyiv,Ukraine,30.5234,50.4501,20150217,440
San Diego,United States,-117.1611,32.7157,20150213,440
Saint Paul,United States,-93.09,44.9537,20150227,440
St. Louis,United States,-90.1994,38.627,20150302,440
Asheville,United States,-82.5515,35.5951,20150301,440
Philadelphia,United States,-75.1652,39.9526,20150301,440
Nashville,United States,-86.7816,36.1627,20150304,440
Dubai,United Arab Emirates,55.2708,25.2048,20150227,432
Brisbane,Australia,153.0235,-27.471,20150306,432
Calgary,Canada,-114.0708,51.0486,20150225,432
Berlin,Germany,13.405,52.52,20150301,432
Barcelona,Spain,2.1734,41.3851,20150228,432
Valencia,Spain,-0.3763,39.4699,20150226,432
Birmingham,United Kingdom,-1.8904,52.4862,20150224,432
London,United Kingdom,-0.1278,51.5074,20150306,432
Tijuana,Mexico,-116.9617,32.4888,20150227,432
Santiago de Surco,Peru,-76.9918,-12.1416,20150219,432
La Victoria,Peru,-77.0163,-12.0734,20150301,432
Botosani,Romania,26.6694,47.7486,20150219,432
Moscow,Russia,37.6173,55.7558,20150306,432
Bangkok,Thailand,100.5241,13.7279,20150303,432
Phoenix,United States,-112.074,33.4484,20150225,432
San Francisco,United States,-122.4194,37.7749,20150214,432
Cambridge,United States,-71.1097,42.3736,20150228,432
Austin,United States,-97.7431,30.2672,20150226,432
Plano,United States,-96.6989,33.0198,20150227,432
Sydney,Australia,151.207,-33.8675,20150306,423
Brisbane,Australia,153.0235,-27.471,20150214,423
Melbourne,Australia,144.9633,-37.8141,20150304,423
Vienna,Austria,16.3738,48.2082,20150220,423
Santiago,Chile,-70.642,-33.4691,20150223,423
Kuala Lumpur,Malaysia,101.6869,3.139,20150305,423
Trujillo,Peru,-79.03,-8.1124,20150215,423
Leiria,Portugal,-8.8077,39.7495,20150303,423
Moscow,Russia,37.6173,55.7558,20150219,423
Kraljevo,Serbia,20.6873,43.7239,20150302,423
Perth,Australia,115.857,-31.9535,20150301,414
Richmond,Canada,-123.1336,49.1666,20150227,414
Ottawa,Canada,-75.6972,45.4215,20150224,414
Waterloo,Canada,-80.5204,43.4643,20150226,414
Montreal,Canada,-73.554,45.5087,20150213,414
Bogota,Colombia,-74.0758,4.5981,20150225,414
Prague,Czech Republic,14.4378,50.0755,20150306,414
Valencia,Spain,-0.3763,39.4699,20150216,414
Paris,France,2.3522,48.8566,20150226,414
Edinburgh,United Kingdom,-3.1883,55.9533,20150302,414
Steenwijk,Netherlands,6.1181,52.7869,20150303,414
Tucson,United States,-110.9265,32.2217,20150227,414
San Francisco,United States,-122.4194,37.7749,20150304,414
Charlotte,United States,-80.8431,35.2271,20150302,414
Cleveland,United States,-81.6944,41.4993,20150303,414
Nashville,United States,-86.7816,36.1627,20150223,414
Virginia Beach,United States,-75.978,36.8529,20150305,414
Seattle,United States,-122.3321,47.6062,20150213,414
Liege,Belgium,5.5797,50.6326,20150219,406
Campinas,Brazil,-47.0626,-22.9099,20150227,406
London,Canada,-81.2432,42.9869,20150223,406
Bogota,Colombia,-74.0758,4.5981,20150220,406
Bogota,Colombia,-74.0758,4.5981,20150221,406
Quito,Ecuador,-78.5127,-0.2232,20150228,406
Quito,Ecuador,-78.5127,-0.2232,20150301,406
Nottingham,United Kingdom,-1.1581,52.9548,20150224,406
Hong Kong,Hong Kong,114.1588,22.28,20150213,406
Hong Kong,Hong Kong,114.1588,22.28,20150218,406
Riga,Latvia,24.1052,56.9496,20150307,406
Aguascalientes,Mexico,-102.2916,21.8853,20150227,406
Kuala Lumpur,Malaysia,101.6869,3.139,20150225,406
Kuala Lumpur,Malaysia,101.6869,3.139,20150227,406
Arequipa,Peru,-71.5375,-16.409,20150225,406
Lisbon,Portugal,-9.1393,38.7223,20150219,406
Moscow,Russia,37.6173,55.7558,20150308,406
Perm,Russia,56.3167,58,20150304,406
Saint Petersburg,Russia,30.3351,59.9343,20150228,406
Kharkiv,Ukraine,36.2304,49.9935,20150228,406
Atlanta,United States,-84.388,33.749,20150224,406
Atlanta,United States,-84.388,33.749,20150303,406
Minneapolis,United States,-93.2674,44.9762,20150222,406
New York,United States,-74.0059,40.7128,20150215,406
New York,United States,-74.0059,40.7128,20150308,406
Belgrade,Serbia,20.4489,44.7866,20150220,406
Vancouver,Canada,-123.1207,49.2827,20150301,397
Ottawa,Canada,-75.6972,45.4215,20150228,397
Belfast,United Kingdom,-5.9301,54.5973,20150302,397
Thessaloniki,Greece,22.9444,40.6401,20150222,397
Dublin,Ireland,-6.2603,53.3498,20150223,397
Mexico City,Mexico,-99.1332,19.4326,20150222,397
Cancun,Mexico,-86.8515,21.1619,20150227,397
San Luis Potosi,Mexico,-100.9855,22.1565,20150226,397
Bucharest,Romania,26.1025,44.4268,20150218,397
Moscow,Russia,37.6173,55.7558,20150222,397
Izmir,Turkey,27.1287,38.4188,20150302,397
Denver,United States,-104.9849,39.7384,20150226,397
Philadelphia,United States,-75.1638,39.9523,20150213,397
Houston,United States,-95.3698,29.7604,20150304,397
Norfolk,United States,-76.2859,36.8508,20150302,397
Calgary,Canada,-114.0708,51.0486,20150301,388
Bogota,Colombia,-74.0758,4.5981,20150222,388
Munich,Germany,11.582,48.1351,20150226,388
Belfast,United Kingdom,-5.9301,54.5973,20150301,388
Tel Aviv-Yafo,Israel,34.7818,32.0853,20150228,388
Vilnius,Lithuania,25.2797,54.6872,20150228,388
Porto,Portugal,-8.6291,41.1579,20150304,388
Setubal,Portugal,-8.8909,38.526,20150303,388
Singapore,Singapore,103.851,1.2801,20150303,388
Odessa,Ukraine,30.7233,46.4825,20150227,388
Denver,United States,-104.9847,39.7376,20150213,388
Miami,United States,-80.1918,25.7617,20150227,388
Atlanta,United States,-84.388,33.749,20150225,388
Baton Rouge,United States,-91.1403,30.4583,20150228,388
Cambridge,United States,-71.1097,42.3736,20150223,388
Ann Arbor,United States,-83.743,42.2808,20150228,388
Columbus,United States,-82.9988,39.9612,20150228,388
Portland,United States,-122.6765,45.5231,20150228,388
El Paso,United States,-106.4425,31.7776,20150227,388
Sandton,South Africa,28.0567,-26.1076,20150217,388
Sydney,Australia,151.207,-33.8675,20150216,380
Hamilton,Canada,-79.8661,43.25,20150226,380
Kingston,Canada,-76.486,44.2312,20150227,380
Saskatoon,Canada,-106.6701,52.1332,20150226,380
Manchester,United Kingdom,-2.2426,53.4808,20150227,380
Belfast,United Kingdom,-5.9301,54.5973,20150223,380
Zagreb,Croatia,15.9819,45.815,20150225,380
New Delhi,India,77.2207,28.6322,20150221,380
Dublin,Ireland,-6.2603,53.3498,20150225,380
Bucharest,Romania,26.1025,44.4268,20150227,380
Krasnodar,Russia,38.9667,45.0333,20150227,380
Moscow,Russia,37.6173,55.7558,20150307,380
Taoyuan City,Taiwan,121.297,24.9934,20150302,380
Honolulu,United States,-157.8583,21.3069,20150228,380
Minneapolis,United States,-93.2674,44.9762,20150226,380
Charlotte,United States,-80.8431,35.2271,20150223,380
Knoxville,United States,-83.9207,35.9606,20150227,380
Arlington,United States,-77.1068,38.88,20150227,380
Adelaide,Australia,138.6,-34.9286,20150301,371
Adelaide,Australia,138.6,-34.9286,20150303,371
Belo Horizonte,Brazil,-43.9352,-19.9245,20150226,371
Rio de Janeiro,Brazil,-43.197,-22.9083,20150305,371
Victoria,Canada,-123.3656,48.4284,20150227,371
Hamilton,Canada,-79.8661,43.25,20150227,371
Ottawa,Canada,-75.6972,45.4215,20150225,371
Nicosia,Cyprus,33.3667,35.1667,20150221,371
Tallinn,Estonia,24.7536,59.437,20150221,371
Paris,France,2.3522,48.8566,20150305,371
Brighton,United Kingdom,-0.1372,50.8225,20150224,371
Bucharest,Romania,26.1039,44.4325,20150217,371
Novosibirsk,Russia,82.9357,55.0084,20150302,371
Phoenix,United States,-112.074,33.4484,20150223,371
San Diego,United States,-117.1611,32.7157,20150224,371
Denver,United States,-104.9849,39.7384,20150225,371
Providence,United States,-71.4128,41.824,20150224,371
Charleston,United States,-79.9311,32.7765,20150302,371
Dallas,United States,-96.801,32.7803,20150224,371
Dallas,United States,-96.801,32.7803,20150225,371
Logan,United States,-111.8338,41.737,20150305,371
Salt Lake City,United States,-111.891,40.7608,20150227,371
Buenos Aires,Argentina,-58.3816,-34.6037,20150227,363
Curitiba,Brazil,-49.2654,-25.4244,20150304,363
Edmonton,Canada,-113.4909,53.5444,20150224,363
Guelph,Canada,-80.2482,43.5448,20150227,363
Mississauga,Canada,-79.6441,43.589,20150223,363
Nicosia,Cyprus,33.3667,35.1667,20150224,363
Manchester,United Kingdom,-2.2426,53.4808,20150225,363
Glasgow,United Kingdom,-4.2518,55.8642,20150302,363
Thessaloniki,Greece,22.9444,40.6401,20150217,363
Hong Kong,Hong Kong,114.1588,22.28,20150216,363
Hong Kong,Hong Kong,114.1588,22.28,20150307,363
New Delhi,India,77.225,28.6353,20150214,363
Ciudad Nezahualcoyotl,Mexico,-98.9889,19.4,20150227,363
Heroica Veracruz,Mexico,-96.1342,19.1738,20150226,363
Arequipa,Peru,-71.5375,-16.409,20150226,363
Huancayo,Peru,-75.2103,-12.0686,20150221,363
Porto,Portugal,-8.6291,41.1579,20150226,363
Perm,Russia,56.3167,58,20150305,363
Izmir,Turkey,27.1287,38.4188,20150303,363
Little Rock,United States,-92.2896,34.7465,20150227,363
Ann Arbor,United States,-83.743,42.2808,20150302,363
Chesapeake,United States,-76.2875,36.7682,20150302,363
Richmond,United States,-77.4361,37.5407,20150227,363
Bay Lake,United States,-81.5659,28.3886,20150227,363
Brisbane,Australia,153.0235,-27.471,20150304,354
Dresden,Germany,13.7373,51.0504,20150227,354
Budapest,Hungary,19.0402,47.4979,20150307,354
Dublin,Ireland,-6.2603,53.3498,20150226,354
Amsterdam,Netherlands,4.8952,52.3702,20150215,354
Auckland,New Zealand,174.7633,-36.8485,20150302,354
Izmir,Turkey,27.1287,38.4188,20150225,354
Izmir,Turkey,27.1287,38.4188,20150227,354
Kharkiv,Ukraine,36.2304,49.9935,20150302,354
San Diego,United States,-117.1611,32.7157,20150302,354
Belgrade,Serbia,20.4489,44.7866,20150221,354
Buenos Aires,Argentina,-58.3816,-34.6037,20150223,345
Belo Horizonte,Brazil,-43.9352,-19.9245,20150223,345
Winnipeg,Canada,-97.1375,49.8998,20150223,345
Regina,Canada,-104.6067,50.4547,20150226,345
Bogota,Colombia,-74.0758,4.5981,20150301,345
Newcastle upon Tyne,United Kingdom,-1.6178,54.9783,20150224,345
Pachuca,Mexico,-98.7591,20.1011,20150227,345
Zapopan,Mexico,-103.4165,20.672,20150226,345
Puebla,Mexico,-98.2062,19.0413,20150226,345
Santiago de Queretaro,Mexico,-100.3899,20.5888,20150226,345
Petaling Jaya,Malaysia,101.6449,3.0993,20150305,345
Arequipa,Peru,-71.5375,-16.409,20150302,345
Santiago de Surco,Peru,-76.9918,-12.1416,20150214,345
Tacna,Peru,-70.2463,-18.0066,20150217,345
Krakow,Poland,19.945,50.0647,20150224,345
Bucharest,Romania,26.1025,44.4268,20150301,345
Izmir,Turkey,27.1287,38.4188,20150215,345
Orlando,United States,-81.3792,28.5383,20150228,345
Houston,United States,-95.3698,29.7604,20150306,345
Seattle,United States,-122.3321,47.6062,20150224,345
Salvador,Brazil,-38.5014,-12.9722,20150227,337
Burnaby,Canada,-122.9667,49.2667,20150227,337
Windsor,Canada,-83.0364,42.3149,20150227,337
Santiago,Chile,-70.642,-33.4691,20150213,337
Bogota,Colombia,-74.0758,4.5981,20150304,337
Berlin,Germany,13.405,52.52,20150224,337
Nuremberg,Germany,11.0768,49.452,20150227,337
Hamburg,Germany,9.9937,53.5511,20150304,337
Athens,Greece,23.7294,37.9839,20150214,337
Tel Aviv-Yafo,Israel,34.7818,32.0853,20150223,337
Merida,Mexico,-89.5926,20.9674,20150226,337
Auckland,New Zealand,174.7633,-36.8485,20150304,337
Tacna,Peru,-70.2463,-18.0066,20150225,337
Krakow,Poland,19.945,50.0647,20150228,337
Saint Petersburg,Russia,30.3351,59.9343,20150226,337
Ankara,Turkey,32.8541,39.9208,20150216,337
Kharkiv,Ukraine,36.2304,49.9935,20150221,337
Atlanta,United States,-84.388,33.749,20150304,337
Wichita,United States,-97.3361,37.6889,20150225,337
Boston,United States,-71.0598,42.3584,20150214,337
Ann Arbor,United States,-83.743,42.2808,20150224,337
Austin,United States,-97.7431,30.2672,20150225,337
Houston,United States,-95.3694,29.7602,20150214,337
Adelaide,Australia,138.6,-34.9286,20150225,328
Curitiba,Brazil,-49.2654,-25.4244,20150226,328
Toronto,Canada,-79.3832,43.6532,20150306,328
Nicosia,Cyprus,33.3667,35.1667,20150225,328
Nicosia,Cyprus,33.3667,35.1667,20150302,328
Prague,Czech Republic,14.4378,50.0755,20150307,328
Hanover,Germany,9.732,52.3759,20150227,328
Manchester,United Kingdom,-2.2426,53.4808,20150226,328
Dublin,Ireland,-6.2603,53.3498,20150215,328
Monterrey,Mexico,-100.3161,25.6866,20150304,328
Auckland,New Zealand,174.7633,-36.8485,20150223,328
Huancayo,Peru,-75.2103,-12.0686,20150213,328
Gdansk,Poland,18.6466,54.352,20150227,328
Lisbon,Portugal,-9.1393,38.7223,20150220,328
Bucharest,Romania,26.1025,44.4268,20150228,328
Los Angeles,United States,-118.2437,34.0522,20150305,328
San Diego,United States,-117.1611,32.7157,20150301,328
Chicago,United States,-87.6298,41.8781,20150306,328
Minneapolis,United States,-93.2674,44.9762,20150225,328
Minneapolis,United States,-93.2674,44.9762,20150303,328
Portsmouth,United States,-70.7626,43.0718,20150228,328
Seattle,United States,-122.3321,47.6062,20150301,328
Seattle,United States,-122.3321,47.6062,20150304,328
Kula,Serbia,19.5333,45.6,20150302,328
Cape Town,South Africa,18.4241,-33.9249,20150220,328
Sydney,Australia,151.207,-33.8675,20150309,319
Perth,Australia,115.857,-31.9535,20150224,319
Sao Paulo,Brazil,-46.6333,-23.5505,20150303,319
Ottawa,Canada,-75.6972,45.4215,20150213,319
Nicosia,Cyprus,33.3667,35.1667,20150216,319
Santiago De Los Caballeros,Dominican Republic,-70.7,19.4667,20150214,319
Quito,Ecuador,-78.5127,-0.2232,20150227,319
